# SSSOM TSV for asago-scenario-generator abstract attack patterns (Batch B: T5/T6/T11/T13)
# Provenance mappings: OWASP origin, LAAF technique, and MITRE ATLAS correspondences
# curie_map:
#   asago-scenario-generator: https://github.com/asago-ai/asago-scenario-generator/
#   laaf: https://github.com/laaf-ai/laaf/
#   mitre-atlas: https://atlas.mitre.org/
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
subject_id	subject_source	predicate_id	object_id	object_source	mapping_justification
AP-T6-02	asago-scenario-generator	skos:relatedMatch	AML.T0054	mitre-atlas	semapv:ManualMappingCuration
AP-T6-03	asago-scenario-generator	skos:relatedMatch	S8	laaf	semapv:ManualMappingCuration
AP-T6-03	asago-scenario-generator	skos:relatedMatch	L3	laaf	semapv:ManualMappingCuration
AP-T6-03	asago-scenario-generator	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T6-03	asago-scenario-generator	skos:relatedMatch	AML.T0054	mitre-atlas	semapv:ManualMappingCuration
AP-T6-04	asago-scenario-generator	skos:relatedMatch	L4	laaf	semapv:ManualMappingCuration
AP-T6-04	asago-scenario-generator	skos:relatedMatch	T3	laaf	semapv:ManualMappingCuration
AP-T6-04	asago-scenario-generator	skos:relatedMatch	AML.T0051.000	mitre-atlas	semapv:ManualMappingCuration
AP-T6-04	asago-scenario-generator	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T6-05	asago-scenario-generator	skos:relatedMatch	L1	laaf	semapv:ManualMappingCuration
AP-T6-05	asago-scenario-generator	skos:relatedMatch	M3	laaf	semapv:ManualMappingCuration
AP-T6-05	asago-scenario-generator	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T6-05	asago-scenario-generator	skos:relatedMatch	AML.T0054	mitre-atlas	semapv:ManualMappingCuration
AP-T11-01	asago-scenario-generator	skos:relatedMatch	S8	laaf	semapv:ManualMappingCuration
AP-T11-01	asago-scenario-generator	skos:relatedMatch	L3	laaf	semapv:ManualMappingCuration
AP-T11-01	asago-scenario-generator	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T11-01	asago-scenario-generator	skos:relatedMatch	AML.T0067	mitre-atlas	semapv:ManualMappingCuration
AP-T11-01	asago-scenario-generator	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T11-02	asago-scenario-generator	skos:relatedMatch	T2	laaf	semapv:ManualMappingCuration
AP-T11-02	asago-scenario-generator	skos:relatedMatch	L3	laaf	semapv:ManualMappingCuration
AP-T11-02	asago-scenario-generator	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T11-02	asago-scenario-generator	skos:relatedMatch	AML.T0067	mitre-atlas	semapv:ManualMappingCuration
AP-T11-02	asago-scenario-generator	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T11-03	asago-scenario-generator	skos:relatedMatch	S4	laaf	semapv:ManualMappingCuration
AP-T11-03	asago-scenario-generator	skos:relatedMatch	S6	laaf	semapv:ManualMappingCuration
AP-T11-03	asago-scenario-generator	skos:relatedMatch	AML.T0051.000	mitre-atlas	semapv:ManualMappingCuration
AP-T11-03	asago-scenario-generator	skos:relatedMatch	AML.T0067	mitre-atlas	semapv:ManualMappingCuration
AP-T13-01	asago-scenario-generator	skos:relatedMatch	M2	laaf	semapv:ManualMappingCuration
AP-T13-01	asago-scenario-generator	skos:relatedMatch	M5	laaf	semapv:ManualMappingCuration
AP-T13-01	asago-scenario-generator	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T13-01	asago-scenario-generator	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T13-02	asago-scenario-generator	skos:relatedMatch	L5	laaf	semapv:ManualMappingCuration
AP-T13-02	asago-scenario-generator	skos:relatedMatch	M3	laaf	semapv:ManualMappingCuration
AP-T13-02	asago-scenario-generator	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T13-03	asago-scenario-generator	skos:relatedMatch	T1	laaf	semapv:ManualMappingCuration
AP-T13-03	asago-scenario-generator	skos:relatedMatch	L5	laaf	semapv:ManualMappingCuration
AP-T13-03	asago-scenario-generator	skos:relatedMatch	AML.T0029	mitre-atlas	semapv:ManualMappingCuration
AP-T13-04	asago-scenario-generator	skos:relatedMatch	T8	laaf	semapv:ManualMappingCuration
AP-T13-04	asago-scenario-generator	skos:relatedMatch	L4	laaf	semapv:ManualMappingCuration
AP-T13-04	asago-scenario-generator	skos:relatedMatch	AML.T0043	mitre-atlas	semapv:ManualMappingCuration
AP-T13-04	asago-scenario-generator	skos:relatedMatch	AML.T0070	mitre-atlas	semapv:ManualMappingCuration
